# Tabulated potential for Cooke 3-bead lipid model, Wc = 1.5

HEAD_HEAD
N 251 R 0.000001 2.500000

1 0.000001 0.000000 0.000000
2 0.010000 2161440350647607518822400.000000 2593728420778890895481110528.000000
3 0.020000 527695398062100709376.000000 316617238851043104653312.000000
4 0.030000 4067131343850062336.000000 1626852538346708926464.000000
5 0.040000 128831883585858496.000000 38649565183436988416.000000
6 0.050000 8853259488081101.000000 2124782299721489152.000000
7 0.060000 992951926207085.500000 198590391543644928.000000
8 0.070000 156158887055179.531250 26770097065977328.000000
9 0.080000 31453085537227.195312 4717963671829832.000000
10 0.090000 7653019634383.599609 1020402986772367.875000
11 0.100000 2161437410283.985352 259372665656012.125000
12 0.110000 688699846600.110840 75130982888675.687500
13 0.120000 242418934523.303619 24241942688387.714844
14 0.130000 92772695554.949631 8563661551481.989258
15 0.140000 38124343876.568428 3267817639811.155762
16 0.150000 16658711862.665977 1332707274503.867676
17 0.160000 7678803441.103481 575916830241.413208
18 0.170000 3709726886.129636 261867373669.903687
19 0.180000 1868327898.144181 124558074820.194244
20 0.190000 976500001.000000 61675657894.736801
21 0.200000 527649455.864879 31660345589.187675
22 0.210000 293806260.511241 16789908645.082964
23 0.220000 168114083.438130 9170566326.526041
24 0.230000 98610181.495127 5145397135.359639
25 0.240000 59169165.297856 2958842872.372246
26 0.250000 36250908.888444 1740332628.538174
27 0.260000 22640215.252607 1045152619.667439
28 0.270000 14392928.420337 639854320.962321
29 0.280000 9301695.744822 398774811.984596
30 0.290000 6104017.717125 252682276.475627
31 0.300000 4063098.921872 162604585.395106
32 0.310000 2740806.847436 106159834.284035
33 0.320000 1872013.228410 70251804.140783
34 0.330000 1293637.623279 47082727.461649
35 0.340000 903822.389327 31933167.708250
36 0.350000 638028.370186 21902644.696022
37 0.360000 454806.060338 15182681.781435
38 0.370000 327194.054124 10630250.689058
39 0.380000 237443.016602 7513588.353207
40 0.390000 173734.710287 5358508.469115
41 0.400000 128115.021129 3854188.581495
42 0.410000 95175.694590 2794659.517251
43 0.420000 71203.733281 2042016.387369
44 0.430000 53626.450912 1503014.644703
45 0.440000 40645.593596 1114014.575978
46 0.450000 30993.690585 831193.088925
47 0.460000 23770.248288 624115.416996
48 0.470000 18330.617960 471472.559289
49 0.480000 14209.942248 358228.692769
50 0.490000 11070.674537 273695.309628
51 0.500000 8666.076152 210220.029942
52 0.510000 6814.633252 162286.683398
53 0.520000 5381.995700 125892.872001
54 0.530000 4268.136868 98116.253151
55 0.540000 3398.163685 76810.165684
56 0.550000 2715.696677 60388.560510
57 0.560000 2178.071621 47673.030759
58 0.570000 1752.840750 37783.319810
59 0.580000 1415.206838 30058.470465
60 0.590000 1146.130977 23999.705760
61 0.600000 930.929708 19228.816970
62 0.610000 758.229563 15457.682582
63 0.620000 619.184089 12465.822566
64 0.630000 506.884625 10083.785213
65 0.640000 415.914818 8180.790148
66 0.650000 342.012307 6655.493196
67 0.660000 281.810669 5429.052488
68 0.670000 232.641766 4439.899069
69 0.680000 192.383722 3639.775908
70 0.690000 159.343555 2990.725059
71 0.700000 132.166200 2462.786676
72 0.710000 109.763738 2032.234764
73 0.720000 91.260139 1680.219270
74 0.730000 75.947974 1391.717054
75 0.740000 63.254382 1154.718549
76 0.750000 52.714228 959.594954
77 0.760000 43.948872 798.604206
78 0.770000 36.649308 665.504021
79 0.780000 30.562750 555.247832
80 0.790000 25.481924 463.745109
81 0.800000 21.236485 387.671861
82 0.810000 17.686136 324.320364
83 0.820000 14.715086 271.479665
84 0.830000 12.227574 227.340274
85 0.840000 10.144253 190.417955
86 0.850000 8.399249 159.492629
87 0.860000 6.937780 133.559247
88 0.870000 5.714205 111.788215
